Id,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,target
273,x,y,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e
274,f,y,y,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,e
275,x,y,n,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,e
276,f,y,n,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,e
277,x,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e
278,f,f,n,f,n,f,w,b,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,e
279,x,s,y,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e
280,x,y,w,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g,p
281,b,y,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e
282,s,f,n,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,e
283,x,s,y,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
284,b,y,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
285,f,y,n,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,e
286,b,y,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
287,b,y,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
288,x,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,e
289,f,f,g,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,e
290,x,f,g,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,e
291,b,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
292,x,s,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
293,b,y,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e
294,x,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
295,b,s,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
296,x,s,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
297,x,f,g,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,e
298,f,s,y,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
299,x,y,w,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,p
300,x,f,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e
301,b,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
302,x,s,y,t,l,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
303,b,y,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
304,x,y,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
305,x,f,n,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,e
306,b,y,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
307,x,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
308,f,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,e
309,x,f,w,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,e
310,x,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
311,x,y,w,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,p
312,x,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
313,x,f,w,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
314,b,s,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e
315,x,y,w,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,p
316,x,s,y,t,a,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
317,x,y,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,e
318,x,f,w,t,l,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
319,f,s,w,t,l,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
320,x,y,y,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
321,f,f,y,t,a,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,e
322,x,s,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
323,b,y,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
324,x,y,n,t,l,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,e
325,b,y,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,e
326,x,s,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,e
327,x,y,n,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,p
328,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e
329,b,y,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e
330,x,y,n,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,p
331,b,s,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
332,b,y,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e
333,b,y,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
334,x,y,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e
335,x,f,n,t,n,f,c,b,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,e
336,x,y,n,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,e
337,b,s,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,e
338,x,f,g,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,e
339,x,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,e
340,x,s,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e
341,b,y,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,e
342,x,s,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
343,f,f,y,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
344,b,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,e
345,x,f,n,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,e
346,x,f,y,t,l,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
347,x,s,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e
348,f,s,g,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
349,x,f,n,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u,e
350,f,s,g,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
351,f,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,e
352,b,y,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e
353,b,s,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
354,x,y,y,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p,e
355,s,f,g,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,e
356,f,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e
357,x,y,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,p
358,x,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e
359,x,y,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,e
360,x,f,n,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,e
361,x,f,n,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e
362,f,s,n,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,e
363,f,y,n,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,e
364,x,s,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e
365,f,f,n,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,e
366,x,y,y,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,e
367,x,f,y,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
368,b,y,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e
369,x,f,g,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g,e
370,x,y,y,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,e
371,f,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,e
372,x,s,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
373,s,f,n,f,n,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,e
374,x,s,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
375,b,s,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,e
376,s,f,n,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e
377,b,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e
378,x,y,y,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,e
379,b,y,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,e
380,x,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,p
381,x,s,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
382,x,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
383,b,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e
384,x,f,n,t,n,f,c,b,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,e
385,x,s,n,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u,p
386,x,y,n,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,e
387,x,s,n,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e
388,b,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
389,x,s,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e
390,b,s,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,e
391,x,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
392,b,y,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e
393,x,f,g,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,e
394,f,y,n,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e
395,x,f,g,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
396,x,s,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e
397,x,y,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
398,x,f,g,f,n,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,e
399,x,s,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
400,b,y,w,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,e
401,b,y,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
402,x,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,p
403,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
404,x,s,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
405,x,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
406,b,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e
407,x,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
408,x,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
409,x,y,n,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,e
410,x,s,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
411,x,s,n,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g,e
412,x,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,e
413,x,y,y,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,e
414,x,y,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,p
415,b,y,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,e
416,x,f,w,t,l,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
417,x,s,n,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,p
418,x,y,y,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,e
419,f,f,g,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
420,x,y,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
421,b,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
422,x,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u,p
423,f,y,n,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e
424,x,s,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,e
425,x,s,w,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
426,f,y,n,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,e
427,b,s,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e
428,x,s,w,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,e
429,f,f,g,f,n,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,e
430,x,y,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,e
431,x,y,y,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g,e
432,b,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,e
433,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
434,f,s,w,t,l,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
435,b,s,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e
436,x,f,y,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
437,x,y,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
438,b,y,y,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e
439,x,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e
440,x,y,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
441,x,y,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,e
442,x,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p,e
443,x,y,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,e
444,x,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e
445,x,y,n,t,l,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,e
446,x,s,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,e
447,f,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,e
448,b,s,w,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
449,x,f,n,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,e
450,x,y,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
451,b,s,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e
452,b,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
453,x,f,y,t,l,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
454,b,s,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
455,x,s,g,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,e
456,b,s,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,e
457,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
458,f,y,y,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,e
459,f,y,n,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,e
460,x,s,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
461,f,y,y,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g,e
462,b,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
463,x,y,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,e
464,x,f,n,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,e
465,f,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,e
466,x,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
467,x,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e
468,b,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e
469,f,y,y,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,e
470,x,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e
471,x,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e
472,f,f,w,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
473,s,f,g,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e
474,f,s,y,t,l,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
475,f,f,g,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e
476,x,f,n,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,e
477,b,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,e
478,x,s,w,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
479,b,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
480,b,y,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
481,b,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
482,f,s,w,t,l,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
483,f,f,g,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,e
484,f,s,w,t,a,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
485,f,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,e
486,x,y,w,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,e
487,s,f,n,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,e
488,x,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,e
489,x,y,n,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p,e
490,f,f,y,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
491,f,s,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,p
492,x,s,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,p
493,f,y,n,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,e
494,x,y,y,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,e
495,b,s,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,e
496,f,f,w,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,e
497,f,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,e
498,x,y,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,e
499,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e
500,x,s,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,e
501,b,y,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,e
502,x,s,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,e
503,b,s,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
504,b,y,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,e
505,x,s,n,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,p
506,x,s,g,f,n,f,w,b,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,e
507,f,s,n,f,n,f,w,b,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,e
508,x,f,w,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
509,f,f,g,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,e
510,f,f,n,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,y,u,e
511,b,y,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,e
512,x,f,w,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
513,s,f,g,f,n,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,e
514,x,f,n,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,e
515,x,f,w,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g,e
516,x,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,e
517,b,s,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,e
518,x,y,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,e
519,x,y,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,e
520,x,s,w,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e
521,b,s,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
522,f,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,e
523,x,s,n,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,p
524,f,f,g,f,n,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,e
525,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,e
526,f,y,n,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,e
527,x,s,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
528,x,f,n,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u,e
529,f,y,y,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,e
530,x,y,n,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,e
531,x,s,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
532,x,y,w,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,p
533,f,y,n,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,e
534,f,s,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,p
535,x,f,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,e
536,b,y,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
537,s,f,n,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,e
538,x,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
539,f,s,w,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
540,x,s,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
541,f,f,g,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,e
542,x,y,w,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,p
543,x,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g,e
544,f,f,n,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g,e
545,x,s,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
546,b,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
547,f,f,g,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,e
548,x,f,y,t,l,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
