Id,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
285,f,y,n,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g
286,b,y,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
287,b,y,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
288,x,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
289,f,f,g,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
290,x,f,g,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u
291,b,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
292,x,s,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
293,b,y,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
294,x,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
295,b,s,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
296,x,s,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
297,x,f,g,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
298,f,s,y,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
299,x,y,w,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g
300,x,f,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
301,b,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
302,x,s,y,t,l,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
303,b,y,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
304,x,y,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
305,x,f,n,t,n,f,c,b,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d
306,b,y,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
307,x,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
308,f,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g
309,x,f,w,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g
310,x,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
311,x,y,w,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g
312,x,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
313,x,f,w,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
314,b,s,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
315,x,y,w,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
316,x,s,y,t,a,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
317,x,y,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
318,x,f,w,t,l,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
319,f,s,w,t,l,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
320,x,y,y,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
321,f,f,y,t,a,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
322,x,s,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
323,b,y,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
324,x,y,n,t,l,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p
325,b,y,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
326,x,s,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
327,x,y,n,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
328,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
329,b,y,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
330,x,y,n,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u
331,b,s,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
332,b,y,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
333,b,y,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
334,x,y,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
335,x,f,n,t,n,f,c,b,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d
336,x,y,n,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g
337,b,s,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
338,x,f,g,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
339,x,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
340,x,s,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
341,b,y,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
342,x,s,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
343,f,f,y,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
344,b,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
345,x,f,n,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g
346,x,f,y,t,l,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
347,x,s,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
348,f,s,g,f,n,f,w,b,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
349,x,f,n,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u
350,f,s,g,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
351,f,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p
352,b,y,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
353,b,s,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
354,x,y,y,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p
355,s,f,g,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
356,f,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
357,x,y,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u
358,x,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
359,x,y,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
360,x,f,n,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
361,x,f,n,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
362,f,s,n,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
363,f,y,n,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
364,x,s,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
365,f,f,n,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
366,x,y,y,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
367,x,f,y,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
368,b,y,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
369,x,f,g,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
370,x,y,y,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g
371,f,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
372,x,s,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
373,s,f,n,f,n,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
374,x,s,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
375,b,s,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
376,s,f,n,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
377,b,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
378,x,y,y,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
379,b,y,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
380,x,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u
381,x,s,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g
382,x,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
383,b,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
384,x,f,n,t,n,f,c,b,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d
385,x,s,n,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,n,s,u
386,x,y,n,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
387,x,s,n,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
388,b,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
389,x,s,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
390,b,s,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
391,x,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
392,b,y,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
393,x,f,g,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
394,f,y,n,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
395,x,f,g,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
396,x,s,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
397,x,y,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
398,x,f,g,f,n,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u
399,x,s,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
400,b,y,w,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
401,b,y,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
402,x,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
403,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
404,x,s,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
405,x,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
406,b,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
407,x,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
408,x,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
409,x,y,n,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
410,x,s,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
411,x,s,n,f,n,f,w,b,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
412,x,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p
413,x,y,y,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g
414,x,y,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g
415,b,y,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
416,x,f,w,t,l,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
417,x,s,n,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u
418,x,y,y,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
419,f,f,g,f,n,f,w,b,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
420,x,y,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
421,b,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
422,x,y,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
423,f,y,n,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
424,x,s,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m
425,x,s,w,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
426,f,y,n,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
427,b,s,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
428,x,s,w,f,n,f,w,b,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
429,f,f,g,f,n,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
430,x,y,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
431,x,y,y,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g
432,b,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
433,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g
434,f,s,w,t,l,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
435,b,s,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
436,x,f,y,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
437,x,y,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
438,b,y,y,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
439,x,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
440,x,y,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
441,x,y,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
442,x,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p
443,x,y,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
444,x,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
445,x,y,n,t,l,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g
446,x,s,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
447,f,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g
448,b,s,w,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
449,x,f,n,t,n,f,c,b,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
450,x,y,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
451,b,s,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
452,b,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
453,x,f,y,t,l,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
454,b,s,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
455,x,s,g,f,n,f,w,b,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
456,b,s,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
457,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
458,f,y,y,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
459,f,y,n,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
460,x,s,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
461,f,y,y,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g
462,b,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
463,x,y,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m
464,x,f,n,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
465,f,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g
466,x,s,w,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
467,x,s,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
468,b,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
469,f,y,y,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
470,x,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
471,x,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
472,f,f,w,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
473,s,f,g,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
474,f,s,y,t,l,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
475,f,f,g,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
476,x,f,n,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
477,b,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
478,x,s,w,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
479,b,y,y,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
480,b,y,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
481,b,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
482,f,s,w,t,l,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
483,f,f,g,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u
484,f,s,w,t,a,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d
485,f,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g
486,x,y,w,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
487,s,f,n,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u
488,x,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
489,x,y,n,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,s,p
490,f,f,y,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
491,f,s,n,t,p,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g
492,x,s,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
493,f,y,n,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
494,x,y,y,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g
495,b,s,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m
496,f,f,w,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
497,f,y,n,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g
498,x,y,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
499,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
500,x,s,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g
501,b,y,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g
502,x,s,w,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
503,b,s,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
504,b,y,y,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
505,x,s,n,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g
506,x,s,g,f,n,f,w,b,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g
507,f,s,n,f,n,f,w,b,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
508,x,f,w,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
509,f,f,g,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u
510,f,f,n,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,y,u
511,b,y,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
512,x,f,w,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
513,s,f,g,f,n,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
514,x,f,n,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
515,x,f,w,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
516,x,y,n,t,l,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p
517,b,s,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
518,x,y,w,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
519,x,y,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
520,x,s,w,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
521,b,s,w,t,l,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
522,f,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
523,x,s,n,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u
524,f,f,g,f,n,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u
525,b,s,y,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
526,f,y,n,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p
527,x,s,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m
528,x,f,n,f,n,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
529,f,y,y,t,a,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p
530,x,y,n,t,a,f,c,b,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p
531,x,s,w,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
532,x,y,w,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g
533,f,y,n,t,l,f,c,b,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
534,f,s,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g
535,x,f,w,f,n,f,w,b,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
536,b,y,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
537,s,f,n,f,n,f,c,n,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
538,x,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
539,f,s,w,t,a,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
540,x,s,y,t,a,f,c,b,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m
541,f,f,g,f,n,f,w,b,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
542,x,y,w,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
543,x,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,s,g
544,f,f,n,f,n,f,w,b,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
545,x,s,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m
546,b,y,y,t,l,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
547,f,f,g,f,n,f,c,n,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
548,x,f,y,t,l,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
549,x,s,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
550,f,f,n,f,n,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u
551,x,f,g,f,n,f,w,b,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
552,x,y,y,t,l,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p
553,f,s,w,t,l,f,w,n,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
554,x,s,y,t,l,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g
555,f,y,y,t,a,f,c,b,b,p,e,r,s,y,w,w,p,w,o,p,k,y,p
556,x,y,n,t,p,f,c,n,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u
557,x,f,w,t,l,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
558,x,s,w,t,l,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
559,x,y,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
560,b,s,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
561,x,s,y,t,a,f,w,n,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d
562,x,s,y,t,a,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
563,x,f,w,f,n,f,w,b,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
564,b,s,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m
565,x,y,w,t,p,f,c,n,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g
566,x,y,y,t,a,f,c,b,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g
567,f,s,g,f,n,f,w,b,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
568,x,s,n,t,p,f,c,n,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
569,b,y,w,t,a,f,c,b,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
570,x,s,w,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m
571,f,f,y,t,l,f,w,n,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d
572,x,s,y,t,a,f,c,b,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
